Catalogusnummer,oudnummer_1,oudnummer_2,oudnummer_3
"124446","T.A. Ja 5.37","Vervallen Atlantisnr. 2991","Verzameling 78 (6)"
"124088","T.A. El 26.30","T.A. Leidsestraatweg ca. 1900","Verzameling 86"
"122475","T.A. Eb 16.8","T.A. Bemuurde Weerd O.Z. ca. 1890 (1)","Verzameling 17 (12)"
"120951","D.O.W. 227 H","T.A. Ra 2.4.2","Verzameling 46"
"124110","T.A. Hd 147 (A)","Verzameling 87 (2)","Vervallen Atlantis 3064"
"121063","Verzameling 123 (54)","D.O.W. 298","T.A. Rc 1.4"
"128010","AXF 5","AV I 6","ADK I 102"
"122469","T.A. Eo 15.297","T.A. Oudegracht (Bakkerbrug - Stadhuisbrug) ca. 1890 (2)","Verzameling 17 (1)"
"124095","T.A. Eo 15.177","T.A. Oudegracht (bij de Jansbrug) ca. 1900 (1)","Verzameling 86"
"122240","T.A. Hp 116 (C)","Verzameling 16",
"99278","T.A. H.A. V 30.65","2544",
"122946","T.A. Zk 13.17","Verzameling 19 (22)",
"125921","T.A. F 8.11.1","Verzameling 120 (1)",
"120377","T.A. Zh 4.9","Verzameling 66",
"122350","T.A. Lange Nieuwstraat c. 1870 (4)","Verzameling 73",
"122412","T.A. Qb 26.13.1","Verzameling 74",
"122348","Verzameling 73","T.A. Nieuwegracht (Brigittenbrug-Quintijnsbrug) c. 1870",
"122381","T.A. Oudegracht (Bakkerbrug-Stadhuisbrug) c. 1860 (3)","Verzameling 74",
"122411","T.A. Achter de Dom c. 1870 (a)","Verzameling 74",
"122379","T.A. F 14.14 (A)","Verzameling 74",
"107145","I.A. Willibrord (25)","T.A. Gb 3.26.4",
"122275","Verzameling 16","T.A. Kromme Nieuwegracht 49 (Paushuize) 1877 (2)",
"107152","I.A.  Willibrord   (32)","T.A.  Gb 3.26.11",
"123824","Verzameling 63","T.A. Sa 1.10",
"98287","H.A. V 7.39","810581",
"122297","T.A. Ic 2.17","Verzameling 16",
"122291","T.A. G 1.1.21","Verzameling 16",
"104102","I.A.  Bondam, P.  (1)","IA.   Bondam, P.  (3)",
"125986","T.A. F 8.11.1","Verzameling 120 (68)",
"98595","H.A. V 13.65","H.A. V 13.61",
"128366","H.A. V 14.8","AC 10-70",
"121094","D.O.W. 38 E","Verzameling 123 (84)",
"98290","H.A. V 7.42","810559",
"122286","T.A. La 1.21 (B)","Verzameling 16",
"128367","AC 10-95/96","H.A. V 16.6",
"122232","T.A. Vredenburg 1877 (1)","Verzameling 16",
"124060","T.A. Kb 14.3","Verzameling 72",
"122364","T.A. Plompetorengracht c. 1870","Verzameling 79",
"122443","T.A. Oudegracht (Bezembrug-Stadhuisbrug) c. 1890 (6)","Verzameling 96",
"124102","T.A. W 4.31 (A)","Verzameling 85 (F)",
"123127","T.A. X 5.19","Verzameling 75 B",
"125989","T.A. Qb 24.4","Verzameling 3",
"124054","T.A. Kb 12.6","Verzameling 72",
"125995","T.A. Qb 24.4","Verzameling 3",
"124065","T.A. Kb 4.7","Verzameling 72",
"122260","T.A. G 1.1.22","Verzameling 16",
"98219","T.A. Rondpoort (Twijnstraat) 1940","T.A. Er 15.3",
"125960","T.A. F 8.11.1","Verzameling 120 (42)",
"124067","T.A. Kb 8.10","Verzameling 72",
"120361","T.A. Zk 5.5","Verzameling 67",
"123871","T.A. Jb 3.21","Verzameling 71",
"122477","Verzameling 17 (8)","T.A. G 1.1.76",
"102587","H.A. V 79.1.22.6","H.A. V 79.1.22.6.1",
"122401","T.A. Lange Nieuwstraat c. 1860 (2)","Verzameling 74",
"97547","H.A. V 43.17","Verzameling 200 (3-39)",
"107800","SSFU-nr. 1989-9 (31)",,
"109027","403",,
"102800","H.A. V 80.9.2.3",,
"106059","I.A.  Petri,   W.   (2)",,
"103069","H.A. V 82.10.8.18.6",,
"100533","H.A. V 59.1.15.4",,
"100621","H.A. V 61.1.26.4",,
"109088","439 11431",,
"106661","I.A.  van Tuyll van Serooskerken,   H.G.   (4)",,
"101683","H.A. V 68.11.29.3",,
"103546","H.A. V 92.8.7.9",,
"99802","H.A. V 19.27",,
"108097","SSFU-nr. 1991-2 (14)",,
"109094","443  11500",,
"97063","H.A. T 86.32",,
"101026","H.A. V 65.3.1",,
"100168","H.A. V 51.9.10",,
"99325","H.A. V 31.187",,
"107920","SSFU-nr. 1990-3 (58)",,
"99630","H.A. V 36.190",,
"108197","SSFU-nr. 1991-6 (16)",,
"106664","I.A.  van Tuyll van Serooskerken,   H.G.   (10)",,
"101270","H.A. V 67.2.1",,
"127806","Verzameling 166 (19)",,
"97491","H.A. V 41.31",,
"108330","SSFU-nr. 1992-3 (22)",,
"102943","H.A. V 82.4.6.9",,
"100842","H.A. V 63.7.9.1",,
"103738","H.A. V 97.7.12.3",,
"106008","I.A.  van Otterloo,  W.   (3)",,
"99529","H.A. V 35.23",,
"98602","H.A. V 13.67",,
"106637","I.A.  Tols ,  E.   (2)",,
"106607","I.A.  Talma,   S.   (10)",,
"108353","SSFU-nr. 1993-1 (22)",,
"97002","H.A. T 61.6",,
"109349","H.A. V 26.198",,
"128369","AC 10-95/96",,
"101994","H.A. V 70.4.25.7",,
"100290","H.A. V 54.11.25",,
"101821","H.A. V 69.8.15.2",,
"100021","H.A. V 48.3.31.1",,
"104127","I.A.  Bosch van Oud-Amelisweerd, W.J.M.   (1)",,
"103678","H.A. V 95.5.6.2",,
"100429","H.A. V 56.11.12.2",,
"101340","H.A. V 67.6.15.1",,
"101986","H.A. V 70.4.24.14",,
"106264","I.A.  Roels,  F.M.   (2)",,
"99749","H.A. V 38.39",,
"105277","I.A.  Kerk,  Predikanten,  Hervormd   (6b)",,
"97375","H.A. V 39.28",,
"99131","T.A. H.A. V 29.58",,
"97779","Verzameling 155 (2)",,
"108439","SSFU-nr. 1994-2 (3)",,
"107690","SSFU-nr. 1989-2 (4)",,
"106816","I.A.  Vereniging,  Stichting U.S.O.,  Leden   (16)",,
"98406","H.A. V 10.32",,
"121135","Verzameling 123 (125)",,
"98089","H.A. V 1.45",,
"107213","I.A.  de Wijckerslooth de Weerdesteyn,  J.B.L.C.C.  (2)",,
"100540","H.A. V 59.3.16",,
"102518","H.A. V 77.6.22.3",,
"97496","H.A. V 41.38",,
"103141","H.A. V 83.9.20.3",,
"128017","AYF 131",,
"99562","H.A. V 35.35",,
"129833","19887 / 19887a",,
"102781","H.A. V 80.6.18.1",,
"108281","SSFU-nr. 1992-1 (30)",,
"103721","H.A. V 96.11.6.5",,
"100769","H.A. V 62.9.5.1",,
"106739","I.A.  Veder  W.  (1)",,
"103453","H.A. V 90.6.12.4",,
"104682","I.A.  Gemeentelijke Instellingen,  Afdelings-chefs  (2)",,
"102729","H.A. V 80.2.11.3",,
"106966","I.A.  Vos,  W.   (1)",,
"97523","H.A. V 42.24",,
"102683","H.A. V 79.9.8.1",,
"108297","SSFU-nr. 1992-2 (16)",,
"101573","H.A. V 68.7.29.4",,
"106140","I.A.  de Ranitz,   C.J.A.   (37)",,
"100825","H.A. V 63.5.23",,
"106526","I.A.  Spronck,   C.H.H.   (5)",,
"104185","I.A.  Brascamp,  H.D.   (2)",,
"108537","SSFU-nr. 1996-1 (15)",,
"98548","H.A. V 11.33",,
"100238","H.A. V 53.5.12",,
"106772","I.A.  Vereniging tot Bevordering van Vreemdelingenverkeer   (1)",,
"103859","I.A.  Alfrink, B.J.  (8)",,
"104802","I.A.  la Gotte,  M.  (1)",,
"97107","H.A. T 91.5",,
"97791","Verzameling 155 (14)",,
"97649","H.A. V 45.5.7.38",,
"103175","H.A. V 84.1.17.4",,
"100521","H.A. V 58.11.5.4",,
"105739","I.A.  Moesman,  J.H,   (6)",,
"108684","30.  07-4 14",,
"103327","H.A. V 87.5.13.8",,
"103266","H.A. V 85.12.13.5",,
"107015","I.A. Wagenaar,  J.  (21)",,
"102569","H.A. V 78.8.30.3",,
"98727","H.A. V 23.1",,
"105448","I.A.  Kwint,  M.M.   (1)",,
"100373","H.A. V 56.4.4",,
"103358","H.A. V 88.4.29.2",,
"103805","I.A.  Bekker,  H.A.  (2)",,
"105605","I.A.  van Lynden van Sandenburg,  C.Th.  (6)",,
"108507","SSFU-nr. 1995-2 (18)",,
"98839","H.A. V 24.41",,
"99671","H.A. V 37.23",,
"99246","T.A. H.A. V 30.111",,
"98292","H.A. V 7.44",,
"103324","H.A. V 87.5.13.5",,
"127762","AYF 181",,
"103331","H.A. V 87.7.16.4",,
"102805","H.A. V 80.9.2.9",,
"104783","I.A.  de Goede.  B.  (2.2)",,
"102620","H.A. V 79.3.3.1",,
"103188","H.A. V 84.2.16.6",,
"103683","H.A. V 95.5.6.7",,
"97126","H.A. T 92.19",,
"103012","H.A. V 82.9.6.1",,
"103419","H.A. V 90.1.25.8",,
"98579","H.A. V 12.2",,
"105918","I.A.  Onderwijs,   Ambachtsschool,  Onderwijzers  (1)",,
"105590","I.A.  van Lummel,   H.J.   (1)",,
"109215","254  NEG. 0460--1",,
"101672","H.A. V 68.11.21.1",,
"109396","H.A. V 31.32",,
"98719","H.A. V 21.10",,
"105833","I.A.  Naber,  J.C.  (6)",,
"101411","H.A. V 67.12.10.1",,
"108901","275  NEG. 06130A",,
"105540","I.A.  van Lier-Kronenberg,  G.E.   (2)",,
"105471","I.A.  Lamie,  J.L.   (1)",,
"128022","AYF 18",,
"103272","H.A. V 86.1.18.1",,
"101140","H.A. V 66.8.6.4",,
"109641","H.A. V 36.131",,
"102955","H.A. V 82.5.3.1",,
"104628","I.A.  Fransen, W.H.   (1)",,
"97435","H.A. V 40.15",,
"105102","I.A.  Hulst,  prof. dr. L.A.  (1)",,
"128100","AYF II 1",,
"98327","H.A. V 8.7",,
"99933","H.A. V 26.124",,
"99286","T.A. H.A. V 30.73",,
"106615","I.A.  Telkamp,   J.H.  (1)",,
"100017","H.A. V 47.5.7.3",,
"102015","H.A. V 70.4.28.7",,
"107970","SSFU-nr. 1990-5 (24)",,
"97199","H.A. T 98.12",,
"106438","I.A.  Severijn,  J.   (1)",,
"98798","H.A. V 23.121",,
"98648","H.A. V 17.5.4.3",,
"99927","H.A. V 26.93",,
"106854","I.A.  Verhoef, J. A.   (1)",,
"106907","I.A.  van der Vliet,  J.   (2)",,
"99959","H.A. V 26.136",,
"100464","H.A. V 57.6.7.4",,
"101610","H.A. V 68.9.6.13",,
"101935","H.A. V 70.2.21.5",,
"108396","SSFU-nr. 1993-4 (14)",,
"101730","H.A. V 69.2.15.5",,
"105773","I.A.  Mor van Dashorst,  A.   (3)",,
"102818","H.A. V 80.9.3.12",,
"102219","H.A. V 71.12.9.2",,
"102991","H.A. V 82.6.26.10",,
"98512","H.A. V 11.22",,
"99200","T.A. H.A. V 30.39",,
"97035","H.A. T 82.1",,
"105296","I.A.  Kettlitz,  J.H.Th.O.   (3)",,
"106776","I.A.   Vereniging,  Centrale Utrecht van N.K.V.,  Bestuur  (1)",,
"101743","H.A. V 69.2.27.2",,
"103782","I.A. Gemeentelijke Instellingen Gemeenteraad 18",,
"108466","SSFU-nr. 1995-1 (7)",,
"103727","H.A. V 96.12.25.3",,
"97561","H.A. V 43.32",,
"104763","I.A.  Geyl,  P.C.  (1)",,
"108133","SSFU-nr. 1991-4 (12)",,
"107827","SSFU-nr. 1990-1 (24)",,
"108195","SSFU-nr. 1991-6 (14)",,
"104089","I.A.  ten Bokkel Huinink, A.  (2)",,
"104265","I.A.  Buys Ballot,  C.H.D.  (2)",,
"99962","H.A. V 26.139",,
"97460","H.A. V 41.9",,
"100599","H.A. V 60.10.17.1",,
"101713","H.A. V 69.1.24.3",,
"109476","H.A. V 31.113",,
"103120","H.A. V 83.7.1.1",,
"103176","H.A. V 84.1.17.5",,
"102270","H.A. V 72.9.18",,
"109220","403.  13223",,
"104283","I.A.  van Byler,  W.   (3)",,
"103954","I.A.  Bastert, J.N.  (1)",,
"108634","SSFU-nr. 1998-2 (32)",,
"102203","H.A. V 71.11.15.4",,
"103070","H.A. V 82.10.8.18.7",,
"105248","I.A.  Kapteyn,  A.P.M.   (1)",,
"106658","I.A. van Tuyll van Serooskerken van Zuylen,   H.G.  (1)",,
"102086","H.A. V 70.5.21.10",,
"108073","SSFU-nr. 1991-1 (10)",,
"99557","H.A. V 35.34",,
"105835","I.A.  Narath,   A.  (2)",,
"99575","H.A. V 36.2",,
"101389","H.A. V 67.10.12.1",,
"102836","H.A. V 80.10.10.2.1",,
"100807","H.A. V 63.3.20",,
"108573","SSFU-nr. 1997-1 (15)",,
"101600","H.A. V 68.9.6.1",,
"99720","H.A. V 38.14",,
"102768","H.A. V 80.5.12.11",,
"98407","H.A. V 10.33",,
"102473","H.A. V 76.5.21.7",,
"102212","H.A. V 71.11.15.13",,
"97047","H.A. T 84.1",,
"97482","H.A. V 41.22",,
"108296","SSFU-nr. 1992-2 (15)",,
"99064","T.A. H.A. V 28.38",,
"107783","SSFU-nr. 1989-9 (14)",,
"99960","H.A. V 26.137",,
"105030","I.A. van Hoffen, H.A.   (1)",,
"127776","AYF 2",,
"100405","H.A. V 56.7.2.1",,
"109367","H.A. V 31.128",,
"101666","H.A. V 68.11.12.1",,
"108162","SSFU-nr. 1991-5 (16)",,
"109368","H.A. V 31.129",,
"108158","SSFU-nr. 1991-5 (12)",,
"103933","I.A.  Balderik  (1-1)",,
"109153","513",,
"106933","I.A. Vollgraff, C.W. (5)",,
"104673","I.A.  de Geer van Jutphaas,   B.J.L.   (3)",,
"98709","H.A. V 19.102",,
"99863","H.A. V 26.19",,
"97209","H.A. T 98.22",,
"100242","H.A. V 53.5.16.4",,
"109668","H.A. V 36.158",,
"100448","H.A. V 57.3.16.3",,
"108008","SSFU-nr. 1990-7 (8)",,
"102097","H.A. V 70.5.24.2",,
"108558","SSFU-nr. 1996-2 (21)",,
"98985","T.A. H.A. V 27.22",,
"108457","SSFU-nr. 1994-3 (9)",,
"101659","H.A. V 68.10.28.3",,
"99690","H.A. V 37.41",,
"108844","211  NEG. 04127",,
"99612","H.A. V 36.19",,
"105585","I.A.  Lovink,  H.   (1)",,
"97670","H.A. V 45.7.15.1",,
"105598","I.A.  van Lynden,   C.Th.   (1)",,
"108624","SSFU-nr. 1998-2 (22)",,
"129418","AC 10-58",,
"105212","I.A.  Jonker,  G.J.A.   (1)",,
"99509","H.A. V 35.10.25.2",,
"101745","H.A. V 69.2.27.4",,
"98976","T.A. H.A. V 27.12",,
"103830","I.A.  Adriaan VI  (47)",,
"100852","H.A. V 63.7.13.8",,
"108004","SSFU-nr. 1990-7 (4)",,
"103510","H.A. V 91.8.27.2",,
"103671","H.A. V 95.5.5.12",,
"128070","AYF 70",,
"105455","I.A.  Labouchère,  E.C.   (1)",,
"106626","I.A.  Thomassen,   M.H.J.P.   (3)",,
"102815","H.A. V 80.9.3.9",,
"105612","I.A.  van Lynden van Sandenburg,   F.A.   (8)",,
"101292","H.A. V 67.4.26.5",,
"129841","10435",,
"97619","H.A. V 45.5.7.7.10",,
"108151","SSFU-nr. 1991-5 (3)",,
"101985","H.A. V 70.4.24.13",,
"103807","I.A. Bekker H.A. 4",,
"101898","H.A. V 69.11.10.6",,
"108804","175",,
"121921","H.A. V 18.146",,
"101099","H.A. V 66.6.17",,
"107165","I.A.  Winkler,  C.   (6)",,
"102234","H.A. V 72.4.24.6",,
"108052","SSFU-nr. 1990-8 (20)",,
"98494","H.A. V 11.63",,
"102036","H.A. V 70.4.29.13",,
"121133","Verzameling 123 (123)",,
"126072","T.A. Jd 5.15",,
"98817","H.A. V 24.18",,
"109486","H.A. V 31.137",,
"109173","800",,
"98164","H.A. V 6.5",,
"103425","H.A. V 90.3.6.4",,
"99705","H.A. V 38.3.15.2",,
"99317","T.A. H.A. V 31.13",,
"100981","H.A. V 64.9.18.1",,
"99009","T.A. H.A. V 27.37 (C)",,
"107966","SSFU-nr. 1990-5 (20)",,
"107724","SSFU-nr. 1989-7 (6)",,
"107747","SSFU-nr. 1989-8 (6)",,
"97797","Verzameling 155 (20)",,
"106089","I.A.  de Poorter,   B.   (1)",,
"100773","H.A. V 62.10.2.1",,
"99413","H.A. V 33.35",,
"103040","H.A. V 82.10.5.3",,
"102658","H.A. V 79.5.17.1",,
"102045","H.A. V 70.5.31",,
"100135","H.A. V 50.6.30.4",,
"109468","H.A. V 31.105",,
"105031","I.A.  Hogenbirk,  F.W.  (1)",,
"97071","H.A. T 87.6",,
"100650","H.A. V 61.7.4.4",,
"106476","I.A.  Smits,   J.J.L.   (1)",,
"124678","H.A. V 45.6.6.34",,
"105506","I.A.  van Leeuwen,   J.J.  (2)",,
"128695","H.A. V 66.10.5",,
"100023","H.A. V 48.3.31.3",,
"104679","I.A.  Geesink,  A.  (2)",,
"100080","H.A. V 49.3.29.2",,
"102758","H.A. V 80.5.12.1",,
"104807","I.A.  van Goudoever,   L.C.    (5)",,
"104326","I.A.  Coers,  F.R.  (1)",,
"102554","H.A. V 78.4.19.2",,
"101789","H.A. V 69.6.20.2",,
"105797","I.A.  Muller Fz.,  S.   (9)",,
"105680","I.A.  Mengelberg,   J.W.    (2)",,
"103454","H.A. V 90.6.12.5",,
"97214","H.A. T 98.28",,
"99304","T.A. H.A. V 31.5",,
"100383","H.A. V 56.4.18.2",,
"107960","SSFU-nr. 1990-5 (14)",,
"100835","H.A. V 63.6.14.2",,
"97181","AC los blad",,
"129823","60165",,
"102980","H.A. V 82.6.25.2",,
"107892","SSFU-nr. 1990-3 (28)",,
"107227","I.A.  Wijsman,  H.P.  (1)",,
"100576","H.A. V 59.12.10.1",,
"100785","H.A. V 62.12.8",,
"100792","H.A. V 63.1.2.1",,
"97159","H.A. T 96.33",,
"108452","SSFU-nr. 1994-3 (4)",,
"105060","I.A.  d' Hont,  P.H.  (9)",,
"104971","I.A.  Hekman,  J.C.  (2)",,
"104293","I.A.  van Campen,  J.W.C.  (4)",,
"127700","AYF 72",,
"107855","SSFU-nr. 1990-2 (9)",,
"104841","I.A.  Groenewegen,  H.IJ.   (1)",,
"98009","Verzameling 159 (7)",,
"126008","Verzameling 170 (10)",,
"103822","I.A. d' Ablaing van Giessenburg,   J.D. (2)",,
"109616","H.A. V 36.106",,
"105356","I.A.  Koningsberger,  V.J.   (1)",,
"103855","I.A.  Alfrink, B.J.  (1)",,
"100622","H.A. V 61.2.25.1",,
"108591","SSFU-nr. 1997-2 (15)",,
"101640","H.A. V 68.9.28.2",,
"109122","484  17527",,
"103449","H.A. V 90.6.10.2",,
"97162","H.A. T 96.36",,
"99843","H.A. V 21.42",,
"109524","H.A. V 36.28",,
"99535","H.A. V 35.24",,
"104292","I.A.  van Campen,  J.W.C.  (3)",,
"102294","H.A. V 73.8.25.1",,
"99980","H.A. V 26.164",,
"103595","H.A. V 93.7.20.3",,
"97638","H.A. V 45.5.7.26",,
"100297","H.A. V 55.5.5.1",,
"97388","H.A. V 39.47",,
"99816","H.A. V 19.41",,
"102251","H.A. V 72.6.27.1",,
"101127","H.A. V 66.7.5.2",,
"129838","10436",,
"97982","Verzameling 158 (28)",,
"128021","AYF 15",,
"107913","SSFU-nr. 1990-3 (51)",,
"105411","I.A.  Kreeft,   S.G. van der   (1)",,
"106380","I.A.  Schöttelndreier,   F.W.   (1)",,
"103000","H.A. V 82.7.4.1",,
"102076","H.A. V 70.5.21.1",,
"97844","Verzameling 152 (8)",,
"105834","I.A.  Najib,  A.  (1)",,
"107107","I.A.  van de Wetering,  H.  (8)",,
"99664","H.A. V 37.19",,
"105115","I.A.  Husen,  R.   (2)",,
"108015","SSFU-nr. 1990-7 (15)",,
"99869","H.A. V 26.25",,
"103291","H.A. V 86.2.28.3",,
"105629","I.A.  van Manen,  H.   (2)",,
"104772","I.A.  van Gilse,  J.P.  (1)",,
"101331","H.A. V 67.6.1",,
"129820","19209",,
"102377","H.A. V 73.9.24.37",,
"99358","H.A. V 33.2",,
"100741","H.A. V 62.5.5.7",,
"100203","H.A. V 52.9.2.1",,
"99691","H.A. V 37.42",,
"109474","H.A. V 31.111",,
"105074","I.A.  van Hoogstraten,  J.F.  (3)",,
"109680","H.A. V 36.170",,
"101420","H.A. V 67.12.22",,
"98014","Verzameling 159 (12)",,
"103645","H.A. V 95.5.4.10",,
"109591","H.A. V 36.80",,
"98251","H.A. V 26.10",,
"102530","H.A. V 77.10.14.2",,
"97259","H.A. V 3.9.21.13",,
"104386","I.A.  Deelder,  C.   (1)",,
"102146","H.A. V 71.1.2.1",,
"107230","I.A.  IJsseling,   P.C.   (1)",,
"109072","422  11116",,
"105465","I.A.  Laméris,  D.   (1)",,
"107721","SSFU-nr. 1989-7 (3)",,
"108863","227  NEG. 04232",,
"97425","H.A. V 40.9",,
"103237","H.A. V 85.5.12.5",,
"97487","H.A. V 41.27",,
"101697","H.A. V 68.9.25.2",,
"97339","H.A. V 39.2",,
"98231","H.A. V 23.43",,
"107025","I.A.  van de Wal,   G.   (1)",,
"102555","H.A. V 78.5.11.0",,
"99206","T.A. H.A. V 30.133",,
"100413","H.A. V 56.7.3.4",,
"103610","H.A. V 94.4.29.5",,
"104003","I.A.  Beets,  N.   (58)",,
"100970","H.A. V 64.8.31.4",,
"108460","SSFU-nr. 1994-3 (12)",,
"100196","H.A. V 52.1.26.24",,
"100906","H.A. V 64.1.27",,
"108504","SSFU-nr. 1995-2 (15)",,
"106946","I.A.  Luyendijk,  L.  (1)",,
"129775","5398",,
"102820","H.A. V 80.9.6.1",,
"99500","H.A. V 35.3",,
"106845","I.A.  Vereniging, Zangkoor St. Martinuskerk  (1)",,
"108678","12.",,
"99911","H.A. V 26.74",,
"104724","I.A.  Gemeentelijke Instellingen,  Politie,  Honden  (1)",,
"106421","I.A.  Schut,  C.J.T.  (1.2)",,
"105906","I.A.  Nijland,   J .  (1)",,
"100591","H.A. V 60.5.4.1",,
"102689","H.A. V 79.9.20.1",,
"107688","SSFU-nr. 1989-1 (10)",,
"97769","Verzameling 157 (72)",,
"99540","H.A. V 35.25",,
"106749","I.A.  Veenhof,  B.   (2)",,
"103742","H.A. V 97.11.11.1",,
"98321","H.A. V 8.2",,
"126082","T.A. Jd 5.15",,
"105742","I.A.  Molengraaff,  W.L.   (2)",,
"108781","157  NEG. 01522",,
"102041","H.A. V 70.4.30.1",,
"102962","H.A. V 82.5.26.2",,
"100049","H.A. V 48.7.17.6",,
"97138","H.A. T 94.2",,
"104622","I.A.  Fockema Andreae,  J.P.   (46)",,
"101890","H.A. V 69.11.3.2",,
"103490","H.A. V 91.5.5.1",,
"98784","H.A. V 23.107",,
"100797","H.A. V 63.3.11.2",,
"106682","I.A.  Universiteit,  professoren   (7)",,
"101253","H.A. V 66.12.27.4",,
"103041","H.A. V 82.10.5.4",,
"103689","H.A. V 95.10.3.1",,
"100910","H.A. V 64.2.25",,
"99922","H.A. V 26.87",,
"103459","H.A. V 90.6.15.2",,
"100934","H.A. V 64.4.22",,
"98206","Verzameling 221 (4)",,
"129762","5401",,
"97121","H.A. T 91.23",,
"105811","I.A.  Mussert,  A.A.   (1)",,
"102532","H.A. V 77.10.14.4",,
"100789","H.A. V 62.12.23",,
"101629","H.A. V 68.9.16.1",,
"126467","AXF 14",,
"100312","H.A. V 55.9.9.1",,
"106275","I.A.  Rooy,  G. van   (1)",,
"98201","H.A. V 6.62",,
"102422","H.A. V 75.2.8.2",,
"99994","H.A. V 26.188",,
"103482","H.A. V 91.4.9.2",,
"99755","H.A. V 38.45",,
"103343","H.A. V 87.10.21.2",,
"97781","Verzameling 155 (4)",,
"104666","I.A.  Geelkerken,   N.G.    (1)",,
"100204","H.A. V 52.9.2.2",,
"97856","Verzameling 152 (20)",,
"107730","SSFU-nr. 1989-7 (12)",,
"107720","SSFU-nr. 1989-7 (2)",,
"109210","142",,
"101014","H.A. V 64.12.14.1",,
"126070","T.A. Jd 5.15",,
"108217","SSFU-nr. 1991-7 (5)",,
"105408","I.A.  Kranenburg,  R.  (1)",,
"109676","H.A. V 36.166",,
"108648","SSFU-nr. 1998-2 (46)",,
"105032","I.A.  Hogenbirk,  F.W.  (2)",,
"101631","H.A. V 68.9.17",,
"100179","H.A. V 52.1.26.7",,
"98260","H.A. V 7.7",,
"101849","H.A. V 69.9.15.3",,
"104413","I.A.  Doedens,  J.I.   (2)",,
"107260","I.A.  Zwart, J.H.   (2)",,
"129548","H.A. T 96.30 (36)",,
"98179","H.A. V 6.6.26.1",,
"99907","H.A. V 26.70",,
"98392","H.A. V 10.18",,
"102890","H.A. V 81.6.24.1",,
"106306","I.A.  Rutten,   L.M.R.   (1)",,
"104424","I.A.  van Dokkum,  G.W.P.   (2)                (rechts)",,
"100541","H.A. V 59.3.24.1",,
"107973","SSFU-nr. 1990-6 (2)",,
"101426","H.A. V 68.1.5",,
"102032","H.A. V 70.4.29.9",,
"104128","I.A.  Bosch ridder van Rosenthal,  L.H.N.   (1)",,
"105958","I.A.  van Oort,  H.C.   (3)",,
"108245","SSFU-nr. 1991-7 (33)",,
"104288","I.A.  Calkoen,  G.G.  (2)",,
"98736","H.A. V 23.10",,
"98037","Verzameling 160 (23)",,
"103078","H.A. V 82.11.17.1",,
"105196","I.A.  Jong,  P.H.W.  de   (1)",,
"100772","H.A. V 62.9.24",,
"98145","H.A. V 5.21",,
"109645","H.A. V 36.135",,
"102917","H.A. V 81.11.18.2",,
"103446","H.A. V 90.6.7.3",,
"99405","H.A. V 33.28",,
"100100","H.A. V 49.6.18",,
"100829","H.A. V 63.6.12.2",,
"102498","H.A. V 77.1.0.1",,
"105545","I.A.  de Lind van Wijngaarden,   J.D.    (3)",,
"106781","I.A.  Vereniging,  Harmonie-Orkest Utrecht, Showgirlband  (1)",,
"99030","T.A. H.A. V 28.15",,
"98911","T.A. H.A. V 25.31",,
"102509","H.A. V 77.5.24.1",,
"103774","I.A. Gemeentelijke Instellingen Bestuur B. en W. 23",,
"105133","I.A.  Hijmans van den Bergh,   A.A.   (6)",,
"97749","Verzameling 157 (51)",,
"105942","I.A. Onderwijs,  Stedelijk Gymnasium,  leraren  (4)",,
"100765","H.A. V 62.8.7.2",,
"97241","H.A. V 2.8.18.2",,
"105486","I.A.  Langeveld,  M.J.   (1)",,
"99704","H.A. V 38.3.15.1",,
"106172","I.A.  van Reede van Renswoude,   Johan   (8)",,
"106815","I.A.  Vereniging,  Stichting U.S.O.,  Leden   (15)",,
"99975","H.A. V 26.159",,
"99263","T.A. H.A. V 30.128",,
"107035","I.A.  Waller,  Th.  (3)",,
"109019","396",,
"97499","H.A. V 41.41",,
"101808","H.A. V 69.7.20.1",,
"104317","I.A.  de Clercq,  E.  (1)",,
"109457","H.A. V 31.93",,
"98243","H.A. V 23.63",,
"106690","I.A.  Universiteit,  Studentenvereniging Secor Dabar  (1)",,
"105399","I.A.  Kramer,   F.   (3)",,
"109623","H.A. V 36.113",,
"102923","H.A. V 81.12.19.3",,
"129387","AC 10-46",,
"97195","H.A. T 98.8",,
"101744","H.A. V 69.2.27.3",,
"99201","T.A. H.A. V 30.42",,
"102278","H.A. V 73.3.9.2",,
"106729","I.A.  van Uven,   M.J.   (2)",,
"103659","H.A. V 95.5.4.24",,
"102126","H.A. V 70.10.14",,
"102884","H.A. V 81.5.16.1",,
"108867","238",,
"104731","I.A.  Gemeentelijke Instellingen,  Politie,  Officieren  (1)",,
"107766","SSFU-nr. 1989-8 (25)",,
"104759","I.A.  Gewin,  E.E.  (6)",,
"106681","I.A.  Universiteit,  professoren   (6)",,
"108204","SSFU-nr. 1991-6 (23)",,
"102357","H.A. V 73.9.24.17",,
"102152","H.A. V 71.1.6",,
"106408","I.A.  Schuitemaker,   D.  (3)",,
"109124","485",,
"108823","192  NEG. 02325 A",,
"101658","H.A. V 68.10.28.2",,
"106345","I.A.  de Savornin Lohman,   B.C.   (7)",,
"106862","I.A.  Verlint,  N.L.   (2)",,
